original_language;popularity;title;vote_average;vote_count;price
en;17,924927;Heat;7,7;1886;7,99
en;12,140733;Balto;7,1;423;6,99
en;5.092;Nixon;7,1;72;6,99
en;10,137389;Casino;7,8;1343;7,99
en;10,673167;Sense and Sensibility;7,2;364;6,99
en;10,332025;Leaving Las Vegas;7,1;365;6,99
en;12,297305;Twelve Monkeys;7,4;2470;6,99
en;18,45743;Se7en;8,1;5915;7,99
en;16,302466;The Usual Suspects;8,1;3334;7,99
