original_language;popularity;title;vote_average;vote_count;price
en;12,321832;Kubo and the Two Strings;7,7;982;7,99
en;6,625607;High Strung;7,1;256;6,99
en;0,18744;Arisan! 2;8;1;7,99
en;0,841152;Louis C.K.: One Night Stand;7,3;8;6,99
en;0,682102;Lost Songs: The Basement Tapes Continued;7,8;2;7,99
en;0,645155;Chasing Great;9,3;3;8,99
en;0,170691;The Vanishing Prairie;8;3;7,99
en;0,129052;The Legend of Nigger Charley;8,5;2;7,99
en;21,037699;Hacksaw Ridge;7,8;3294;7,99
en;3,087962;For the Love of Spock;7,8;48;7,99
en;7,078301;The Beatles: Eight Days a Week - The Touring Years;7,6;92;7,99
en;9,555114;The Promise;7,3;69;6,99
en;0,043363;What Remains;8;1;7,99
en;30,83786;Arrival;7,2;5729;6,99
en;0,26434;Traceroute;8,7;4;8,99
en;5,206871;Kicks;7,5;19;7,99
en;2,199476;Love Never Dies;7,5;20;7,99
en;0,211595;Clearcut;8,5;4;7,99
en;19,681686;La La Land;7,9;4745;7,99
en;8,255986;13th;8;133;7,99
en;6,042021;The Siege of Jadotville;7,3;165;6,99
en;0,060736;Chasing Freedom;8;1;7,99
en;0,1377;After the Promise;7,6;5;7,99
en;3,495883;Batman: Return of the Caped Crusaders;7,2;37;6,99
en;0,301566;An Evening of Edgar Allan Poe;7,8;8;7,99
en;0,551363;Into the Woods;9;2;8,99
en;3,73344;Borrowed Time;7,8;55;7,99
en;4,057445;The Red Pill;8;30;7,99
en;0,168822;Killjoy's Psycho Circus;9;1;8,99
en;1,383611;Ethel & Ernest;7,8;20;7,99
en;5,812786;Before the Flood;7,9;200;7,99
en;17,085145;Lion;8;1699;7,99
en;7,084179;The Thinning;7,6;92;7,99
en;2,114326;Tanna;7,4;25;6,99
en;0,085212;Quiet Riot: Well Now You're Here, There's No Way Back;9,5;2;9,99
en;0,172762;Trapped;7,8;4;7,99
en;0,525851;Pure Pwnage: Teh Movie;8,4;5;7,99
en;1,69652;The Ivory Game;7,9;19;7,99
en;2,403055;HyperNormalisation;8,1;26;7,99
en;1,871616;The Secret Garden;7,4;17;6,99
en;0,824347;Forever Female;7,4;4;6,99
en;1,104042;Sour Grapes;8,3;15;7,99
en;2,911189;Food Choices;8,2;19;7,99
en;9,143457;Moana;7,3;3471;6,99
en;11,824404;The Space Between Us;7,2;564;6,99
en;36,567575;Rogue One: A Star Wars Story;7,4;5111;6,99
en;14,017754;Miss Sloane;7,2;317;6,99
en;0,079287;Voracious;8;1;7,99
en;16,816834;Hidden Figures;7,8;2178;7,99
en;1,675201;The Maker;7,9;38;7,99
en;3,202684;This Beautiful Fantastic;7,3;41;6,99
en;0,617774;Perri;7,3;4;6,99
en;1,627043;Five;7,4;11;6,99
en;2,02267;Manifesto;8;4;7,99
en;0,017521;Maula Jat;10;1;9,99
en;16,53732;Ballerina;7,1;415;6,99
en;9,609879;A Street Cat Named Bob;7,5;195;7,99
en;17,070748;The Lego Batman Movie;7,2;1473;6,99
en;1,125323;Christmas Time In South Park;7,8;23;7,99
en;3,566333;Superman/Shazam!: The Return of Black Adam;7,1;77;6,99
en;1,67461;Bright Lights: Starring Carrie Fisher and Debbie Reynolds;7,4;26;6,99
en;0,18016;Past Life;8;3;7,99
en;10,491428;The Young Offenders;7,5;40;7,99
en;5,847531;Marvel One-Shot: Agent Carter;7,5;183;7,99
en;0,114527;Special Delivery;7,3;4;6,99
en;36,894806;Get Out;7,2;2978;6,99
en;54,581997;Logan;7,6;6310;7,99
en;17,645877;T2 Trainspotting;7,1;795;6,99
en;0,901269;Jet Boy;7,2;9;6,99
en;23,424794;The Big Sick;7,7;249;7,99
en;3,647596;Ingrid Goes West;7,6;18;7,99
en;0,81767;Private Property;7,5;4;7,99
en;0,317396;Trumped: Inside the Greatest Political Upset of All Time;7,8;5;7,99
en;1,817364;Come Together;7,6;41;7,99
en;0,984709;Tashi and the Monk;9;2;8,99
en;0,095549;Secrets In The Snow;8;1;7,99
en;0,325683;The Escape;7,2;6;6,99
en;3,792964;To Walk Invisible;7,8;11;7,99
en;1,312333;The Up in Smoke Tour;7,7;18;7,99
en;0,174875;Teenage Kicks;7,7;3;7,99
en;0,387376;Dream City;7,5;2;7,99
en;1,279124;Becoming Warren Buffett;7,4;7;6,99
en;0,401253;Theo Von: No Offense;7,7;3;7,99
en;0,724499;Stephen Lynch: Hello Kalamazoo;10;1;9,99
en;1,846995;Sister Cities;7,5;12;7,99
en;0,612191;Happy End;8,3;3;7,99
en;0,061709;Mel Brooks: Live at the Geffen;8;1;7,99
en;0,671568;Christopher Titus: Angry Pursuit of Happiness;10;2;9,99
en;0,15601;John Bishop Supersonic Live;7,5;2;7,99
en;0,510089;Kevin Bridges Live: A Whole Different Story;8,6;5;8,99
en;2,808389;Tom of Finland;7,5;8;7,99
en;0,37476;Donald Cried;8;2;7,99
en;0,26915;Zombie Pizza;9,3;2;8,99
en;17,958512;Their Finest;7,1;64;6,99
en;0,121612;Moshe Kasher: Live in Oakland;7,2;3;6,99
en;1,433433;Prohibition;7,6;7;7,99
en;1,783157;Tess of the D'Urbervilles;7,2;15;6,99
en;0,077313;God's Compass;9;1;8,99
en;0,759452;The Scapegoat;8;2;7,99
en;5,624953;Rad;7,1;27;6,99
en;2,520099;Dave Chappelle: The Age of Spin;7,6;43;7,99
en;2,559746;The Evil Within;7,4;11;6,99
en;2,162462;Dave Chappelle: Deep in the Heart of Texas;8;38;7,99
en;1,045741;Is That a Gun in Your Pocket?;9;3;8,99
en;13,655178;The Zookeeper's Wife;7,1;160;6,99
en;7,903731;Band of Brothers;8,2;725;7,99
en;12,108048;Everything, Everything;7,3;670;6,99
en;1,452854;Dr. Syn, Alias the Scarecrow;8;2;7,99
en;0,983882;Betting on Zero;7,1;16;6,99
en;11,852169;Megan Leavey;7,1;101;6,99
en;6,404957;Maudie;7,6;20;7,99
en;24,553725;The Book of Henry;7,6;84;7,99
en;0,698883;Only For One Night;8;3;7,99
en;0,255977;Bloodfight;9;1;8,99
en;1,196539;Robin Williams: A Night at the Met;7,7;7;7,99
en;0,734406;Bill Hicks: It's Just a Ride;8;4;7,99
en;0,957019;Firefly;10;1;9,99
en;0,91597;Tosun Pasha;8,6;10;8,99
en;0,281319;Pet Fooled;7,3;3;6,99
en;5,855108;Pink Floyd: Live at Pompeii;8,3;35;7,99
en;5,372191;Robin Williams: Live on Broadway;7,2;15;6,99
en;0,20617;The Reagan Show;10;1;9,99
en;228,032744;Baby Driver;7,2;2083;6,99
en;2,004971;Generation Iron 2;8,3;7;7,99
en;1,932469;Miss Saigon: 25th Anniversary;8,9;10;8,99
en;3,393803;Monster High: Boo York, Boo York;7,3;17;6,99
en;0,286447;A Billion Lives;9,5;6;9,99
en;1,491589;Touch and Go;7,1;8;6,99
en;0,872768;Plain Clothes;7,6;7;7,99
en;3,351537;The Night Before;7,4;12;6,99
en;0,764447;Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog;8,4;5;7,99
en;0,113878;Deal of a Lifetime;7,7;3;7,99
en;1,186651;Mythbusters Holiday Special;7,5;88;7,99
en;1,418073;Mommy Dead and Dearest;7,2;18;6,99
en;0,289103;Tickling Giants;8,2;5;7,99
en;1,09508;Revengeance;8;2;7,99
en;0,909133;The Thing That Couldn't Die;7,5;8;7,99
en;1,053472;Becoming Bond;7,1;10;6,99
en;5,753444;Red Nose Day Actually;7,7;29;7,99
en;0,330478;The Mad Scientist;7,3;7;6,99
en;0,073418;Classic Albums: The Who - Who's Next;7,5;2;7,99
en;0,356383;Shadow World;8,3;4;7,99
en;0,774638;The Mars Generation;7,5;10;7,99
en;6,710179;The Pass;7,2;23;6,99
en;1,586754;Metalocalypse: The Doomstar Requiem;7,7;9;7,99
en;1,196529;The Farthest;8,3;6;7,99
en;0,115872;Harold and Lillian: A Hollywood Love Story;10;1;9,99
en;1,487037;McLaren;8;13;7,99
en;1,350072;Tiger Shark;7,8;3;7,99
en;1,435904;Growing Up Smith;7,4;7;6,99
en;60,581223;What Happened to Monday;7,3;598;6,99
en;30,938854;Dunkirk;7,5;2712;7,99
en;1,57617;The Keepers;7,9;16;7,99
en;0,337719;Princes of the Yen;9;1;8,99
en;0,642527;The Putin Interviews;8,1;8;7,99
en;0,435053;Orange Sunshine;7,3;3;6,99
en;2,4738;American Wrestler: The Wizard;7,8;6;7,99
en;0,519968;Chasing Trane;8;2;7,99
en;2,358338;Aroused;7,2;11;6,99
en;0,410722;Meet Me in Venice;7,5;2;7,99
en;1,218882;Five Came Back;8,3;8;7,99
en;0,040398;7 Days in September;8;1;7,99
en;2,363167;Batman Beyond: The Movie;7,2;41;6,99
en;1,276517;Cru;8;2;7,99
en;0,113782;Heartworn Highways;8,3;2;7,99
en;0,274267;Dansen op de vulkaan;7,2;6;6,99
en;2,080934;The Hippopotamus;7,1;18;6,99
en;40,796775;Wind River;7,4;181;6,99
en;0,633204;Bill Maher: The Decider;7,1;9;6,99
en;0,397526;24×36;8,1;7;7,99
en;37,964872;Girls Trip;7,1;393;6,99
en;9,797505;Detroit;7,3;67;6,99
en;0,855198;LA 92;8,8;3;8,99
en;15,842073;Descendants 2;7,5;171;7,99
en;0,947866;Down Under;7,2;9;6,99
en;1,135015;Chris Gethard: Career Suicide;7,5;4;7,99
en;0,08482;Hi Way;7,5;2;7,99
en;0,664602;Love;7,6;5;7,99
en;20,82178;In a Heartbeat;8,3;146;7,99
